,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,sub,ses,rec,run
153,14.0,0.0587496613152325,0.0573746319860219,0.0406393595039844,0.1025907024741172,0.0001837222895632,24,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
154,1.0,2.122332417265248,1.903100865992961,1.4258649437637505,4.500862830882062,0.4211375347669436,24,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
155,2.0,2.1098948721489927,1.9965089106576237,1.4052221796267437,3.181356206996921,0.2551695527986625,24,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
156,3.0,1.972542248366384,1.9458861108179295,1.4345781118879564,2.8342716588308634,0.1118710729798189,25,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
157,4.0,2.127309173196503,2.163785509770736,1.871446018953376,2.4918083430913174,0.0330289656363119,22,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
158,5.0,2.6814224060655203,2.541289741993427,2.213882847425492,3.8286737890751272,0.1571054773350776,24,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
159,6.0,3.016503534078076,2.9888735354730587,2.623784802684211,3.939624973758871,0.0975615698982963,24,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
160,7.0,3.635707731272957,3.574252758468245,3.1699099552728573,4.464593266739182,0.1162780046038517,26,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
161,8.0,4.739434743108114,4.641211772053527,4.347364093015084,5.642547834666094,0.1032754825441263,26,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
162,9.0,6.094815612592484,6.129957741470502,5.686299886348336,6.340043318221901,0.0290253562017903,26,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
163,10.0,8.384698400513127,8.402224806144602,7.568065134052088,9.007485896455648,0.1145106663766488,26,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
164,11.0,10.259231818621284,10.244725617300585,8.925843947777011,11.675412471677598,0.4963681224864992,25,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
165,12.0,12.684280865988512,12.57792025423698,10.54415567591484,14.52549076308385,1.1063506976299442,26,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
166,13.0,15.703993379431187,15.772607375293582,10.679262394364258,20.033277117213075,6.8876801382429775,25,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
167,14.0,17.839108880808425,17.45192343813018,9.74747200168837,24.606687019807875,13.715462509325851,24,20240214,P0009,R4,R1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
168,1.0,1.5117608308792114,1.3810800313949585,0.7702851891517639,2.290095567703247,0.2088331820479664,21,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
169,2.0,1.308910520303817,1.254372000694275,0.8254576325416565,1.980140328407288,0.1206322139900674,21,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
170,3.0,0.925084782143434,0.9503613114356996,0.5454944372177124,1.1183907985687256,0.0183432829684969,24,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
171,4.0,0.6512914324800173,0.665521502494812,0.5162802934646606,0.7774178981781006,0.0041318044065342,24,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
172,5.0,0.467036010130592,0.4776939153671264,0.347134381532669,0.5267011523246765,0.001898685726893,23,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
173,6.0,0.3553245609456842,0.3573986291885376,0.3147026896476745,0.3831376135349273,0.0002273870323523,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
174,7.0,0.2604068626057018,0.2587229013442993,0.2351601868867874,0.2818217277526855,0.0001541095532278,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
175,8.0,0.1913566670634529,0.1918417289853096,0.1789328902959823,0.1989167332649231,3.302231241440573e-05,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
176,9.0,0.1402423937212337,0.139976292848587,0.1378975361585617,0.143865093588829,2.4752939875216005e-06,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
177,10.0,0.0976535688069733,0.0969589948654174,0.0921917185187339,0.1081119328737258,1.35653716293583e-05,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
178,11.0,0.0727157006040215,0.0728438645601272,0.0668288990855217,0.0804481655359268,1.3556074445777597e-05,24,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
179,12.0,0.0540720530870285,0.0535366926342248,0.0458195470273494,0.0632157623767852,1.4925676345856986e-05,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
180,13.0,0.0358616574334779,0.0365693345665931,0.0010000008624047,0.047496348619461,7.207376783584855e-05,21,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
181,14.0,0.0181332335606302,0.0272177886217832,0.0010000001639127,0.0380978882312774,0.000244493052054,22,20240214,P0009,R4,T1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
182,1.0,0.7312710508020752,0.7240710004256241,0.4366629996157352,1.29822046961749,0.0592414901644237,21,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
183,2.0,0.8194148643604202,0.7972116720131794,0.5050147131765874,1.2114492138390098,0.0462725716757377,21,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
184,3.0,1.1103395529971711,1.052241546167007,0.8941418342137313,1.8331992624901687,0.0424616706610472,24,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
185,4.0,1.5515973340219429,1.5025907323213863,1.286309464116438,1.9369323459727403,0.0272838084769259,24,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
186,5.0,2.1629407688025912,2.093390700259309,1.8986098579552109,2.8807287701805744,0.0554462296322789,23,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
187,6.0,2.819613675786738,2.798013568726022,2.6100282631447738,3.1776023303758545,0.0155709107065397,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
