,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,site,date,sub,ses,rec,run
145,6.0,0.3153522617760159,0.3256771564483642,0.2497863322496414,0.3553187847137451,0.0008046092161425,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
146,7.0,0.2729959551777158,0.2730590999126434,0.2457633316516876,0.2942676842212677,0.0002360337510772,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
147,8.0,0.2034588068723678,0.2035766616463661,0.1838296800851822,0.2168711274862289,7.114183569746136e-05,20,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
148,9.0,0.1582837870175188,0.1582692563533783,0.1535987854003906,0.1626627594232559,4.739661382889846e-06,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
149,10.0,0.1140864739815394,0.113908939063549,0.1100076287984848,0.1195938140153884,7.5670180829172095e-06,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
150,11.0,0.0950945104387673,0.095177948474884,0.0906311944127082,0.1026126518845558,1.0507557047039283e-05,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
151,12.0,0.0774141661822795,0.0768610201776027,0.0694554671645164,0.0978544205427169,3.53048920872146e-05,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
152,13.0,0.0650530931140695,0.0658990293741226,0.0514900125563144,0.0865569487214088,6.764503335672341e-05,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
153,14.0,0.058717428750935,0.0593457072973251,0.0462218858301639,0.0722728297114372,6.183747176033678e-05,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
154,1.0,1.9622738095482413,1.7821415505887142,1.414601600046678,3.041178737509249,0.2204415926497727,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
