,Unnamed: 0,SegId,Mean,Min,Max,Variance,Count,Volume,x,y,z,StructName,sub,ses,run,acq,rec,site,side,StructNameNoSide
41,24,0,3.38E-05,0,1.20052743,1.67E-05,211939,4567650.5,0,0,0,Unknown,TeTolj,1,2,R4,LLRv1,Tommies,,None
42,20,2,0.283966955,0,10,0.009404395,11401,245711.2031,118.8040523,116.3544864,-80.76968954,Left-Cerebral-White-Matter,TeTolj,1,2,R4,LLRv1,Tommies,Left,Cerebral-White-Matter
43,27,3,0.31367726,0,10,0.023247859,10977,236573.2656,120.375558,121.6340986,-89.15255904,Left-Cerebral-Cortex,TeTolj,1,2,R4,LLRv1,Tommies,Left,Cerebral-Cortex
44,39,4,0.578713348,0.245494813,10,0.644897844,1243,26788.79297,106.6411907,119.5595334,-87.03360001,Left-Lateral-Ventricle,TeTolj,1,2,R4,LLRv1,Tommies,Left,Lateral-Ventricle
45,38,5,0.339958304,0.295591027,0.369630218,0.000471178,20,431.0344849,122.375,110.25,-116.0344873,Left-Inf-Lat-Vent,TeTolj,1,2,R4,LLRv1,Tommies,Left,Inf-Lat-Vent
46,6,7,0.302597434,0.243948758,0.396572828,0.000583856,814,17543.10352,106.1271499,145.4299754,-135.9654367,Left-Cerebellum-White-Matter,TeTolj,1,2,R4,LLRv1,Tommies,Left,Cerebellum-White-Matter
47,4,8,0.316804364,0,0.498003006,0.002184771,2449,52780.17188,109.2211107,155.9452838,-140.4866207,Left-Cerebellum-Cortex,TeTolj,1,2,R4,LLRv1,Tommies,Left,Cerebellum-Cortex
48,0,10,0.301214041,0.256851137,0.41008687,0.000838586,280,6034.482422,103.6071429,115.9196429,-93.69458615,Left-Thalamus,TeTolj,1,2,R4,LLRv1,Tommies,Left,Thalamus
49,15,11,0.307135593,0.247610852,0.404400051,0.001103502,120,2586.206787,109.5,90.16666667,-87.75862566,Left-Caudate,TeTolj,1,2,R4,LLRv1,Tommies,Left,Caudate
50,23,12,0.300254552,0.254757941,0.35364306,0.000495879,279,6012.930664,118.6111111,97.99283154,-98.24496834,Left-Putamen,TeTolj,1,2,R4,LLRv1,Tommies,Left,Putamen
51,13,13,0.267168803,0.24636133,0.301340759,0.000138679,63,1357.758545,113.1349206,102.3412698,-97.75588877,Left-Pallidum,TeTolj,1,2,R4,LLRv1,Tommies,Left,Pallidum
52,10,14,0.538292346,0.316107452,2.107418299,0.08091694,122,2629.310303,93.38114754,105.8606557,-100.0565339,3rd-Ventricle,TeTolj,1,2,R4,LLRv1,Tommies,,None
53,17,15,0.445258818,0.273694277,0.755657792,0.011406025,98,2112.068848,90.15306122,133.8265306,-132.3363871,4th-Ventricle,TeTolj,1,2,R4,LLRv1,Tommies,,None
54,26,16,0.292669868,0,0.496821761,0.001314089,909,19590.51758,91.02585259,119.7469747,-129.714355,Brain-Stem,TeTolj,1,2,R4,LLRv1,Tommies,,None
55,8,17,0.348498282,0.281134695,0.459881544,0.000538501,230,4956.896484,115.1413043,119.3586957,-113.5382354,Left-Hippocampus,TeTolj,1,2,R4,LLRv1,Tommies,Left,Hippocampus
56,34,18,0.354379252,0.306005955,0.395578206,0.000469853,89,1918.103394,115.3370787,102.1910112,-113.8705973,Left-Amygdala,TeTolj,1,2,R4,LLRv1,Tommies,Left,Amygdala
57,31,24,0.340380172,0,10,0.028123387,19155,412823.25,89.28452101,109.6228139,-87.42797463,CSF,TeTolj,1,2,R4,LLRv1,Tommies,,None
58,37,26,0.331939639,0.299328119,0.392016888,0.000441013,38,818.9655151,106.4473684,83.94736842,-101.996375,Left-Accumbens-area,TeTolj,1,2,R4,LLRv1,Tommies,Left,Accumbens-area
